KOMK;BYST;ALDER;KØN;TID;INDHOLD
Høje-Taastrup;20.000-49.999 indbyggere;55 år;Mænd;2023;250
Høje-Taastrup;20.000-49.999 indbyggere;55 år;Kvinder;2023;225
Høje-Taastrup;20.000-49.999 indbyggere;60 år;Mænd;2023;189
Høje-Taastrup;20.000-49.999 indbyggere;60 år;Kvinder;2023;195
Høje-Taastrup;10.000-19.999 indbyggere;20 år;Mænd;2023;90
Høje-Taastrup;10.000-19.999 indbyggere;20 år;Kvinder;2023;89
Høje-Taastrup;10.000-19.999 indbyggere;25 år;Mænd;2023;95
Høje-Taastrup;10.000-19.999 indbyggere;25 år;Kvinder;2023;102
Høje-Taastrup;10.000-19.999 indbyggere;30 år;Mænd;2023;154
Høje-Taastrup;10.000-19.999 indbyggere;30 år;Kvinder;2023;132
Høje-Taastrup;10.000-19.999 indbyggere;35 år;Mænd;2023;114
Høje-Taastrup;10.000-19.999 indbyggere;35 år;Kvinder;2023;118
Høje-Taastrup;10.000-19.999 indbyggere;40 år;Mænd;2023;85
Høje-Taastrup;10.000-19.999 indbyggere;40 år;Kvinder;2023;88
Høje-Taastrup;10.000-19.999 indbyggere;45 år;Mænd;2023;105
Høje-Taastrup;10.000-19.999 indbyggere;45 år;Kvinder;2023;84
Høje-Taastrup;10.000-19.999 indbyggere;50 år;Mænd;2023;101
Høje-Taastrup;10.000-19.999 indbyggere;50 år;Kvinder;2023;78
Høje-Taastrup;10.000-19.999 indbyggere;55 år;Mænd;2023;113
Høje-Taastrup;10.000-19.999 indbyggere;55 år;Kvinder;2023;75
Høje-Taastrup;10.000-19.999 indbyggere;60 år;Mænd;2023;83
Høje-Taastrup;10.000-19.999 indbyggere;60 år;Kvinder;2023;78
Høje-Taastrup;5.000-9.999 indbyggere;20 år;Mænd;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;20 år;Kvinder;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;25 år;Mænd;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;25 år;Kvinder;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;30 år;Mænd;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;30 år;Kvinder;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;35 år;Mænd;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;35 år;Kvinder;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;40 år;Mænd;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;40 år;Kvinder;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;45 år;Mænd;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;45 år;Kvinder;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;50 år;Mænd;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;50 år;Kvinder;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;55 år;Mænd;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;55 år;Kvinder;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;60 år;Mænd;2023;0
Høje-Taastrup;5.000-9.999 indbyggere;60 år;Kvinder;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;20 år;Mænd;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;20 år;Kvinder;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;25 år;Mænd;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;25 år;Kvinder;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;30 år;Mænd;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;30 år;Kvinder;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;35 år;Mænd;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;35 år;Kvinder;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;40 år;Mænd;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;40 år;Kvinder;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;45 år;Mænd;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;45 år;Kvinder;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;50 år;Mænd;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;50 år;Kvinder;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;55 år;Mænd;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;55 år;Kvinder;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;60 år;Mænd;2023;0
Høje-Taastrup;2.000-4.999 indbyggere;60 år;Kvinder;2023;0
Høje-Taastrup;1.000-1.999 indbyggere;20 år;Mænd;2023;7
Høje-Taastrup;1.000-1.999 indbyggere;20 år;Kvinder;2023;6
Høje-Taastrup;1.000-1.999 indbyggere;25 år;Mænd;2023;3
Høje-Taastrup;1.000-1.999 indbyggere;25 år;Kvinder;2023;1
Høje-Taastrup;1.000-1.999 indbyggere;30 år;Mænd;2023;4
Høje-Taastrup;1.000-1.999 indbyggere;30 år;Kvinder;2023;9
Høje-Taastrup;1.000-1.999 indbyggere;35 år;Mænd;2023;10
Høje-Taastrup;1.000-1.999 indbyggere;35 år;Kvinder;2023;6
Høje-Taastrup;1.000-1.999 indbyggere;40 år;Mænd;2023;7
Høje-Taastrup;1.000-1.999 indbyggere;40 år;Kvinder;2023;13
Høje-Taastrup;1.000-1.999 indbyggere;45 år;Mænd;2023;8
Høje-Taastrup;1.000-1.999 indbyggere;45 år;Kvinder;2023;8
Høje-Taastrup;1.000-1.999 indbyggere;50 år;Mænd;2023;12
Høje-Taastrup;1.000-1.999 indbyggere;50 år;Kvinder;2023;10
Høje-Taastrup;1.000-1.999 indbyggere;55 år;Mænd;2023;8
Høje-Taastrup;1.000-1.999 indbyggere;55 år;Kvinder;2023;13
Høje-Taastrup;1.000-1.999 indbyggere;60 år;Mænd;2023;14
Høje-Taastrup;1.000-1.999 indbyggere;60 år;Kvinder;2023;6
Høje-Taastrup;500-999 indbyggere;20 år;Mænd;2023;4
Høje-Taastrup;500-999 indbyggere;20 år;Kvinder;2023;4
Høje-Taastrup;500-999 indbyggere;25 år;Mænd;2023;3
Høje-Taastrup;500-999 indbyggere;25 år;Kvinder;2023;1
Høje-Taastrup;500-999 indbyggere;30 år;Mænd;2023;4
Høje-Taastrup;500-999 indbyggere;30 år;Kvinder;2023;3
Høje-Taastrup;500-999 indbyggere;35 år;Mænd;2023;4
Høje-Taastrup;500-999 indbyggere;35 år;Kvinder;2023;3
Høje-Taastrup;500-999 indbyggere;40 år;Mænd;2023;4
Høje-Taastrup;500-999 indbyggere;40 år;Kvinder;2023;4
Høje-Taastrup;500-999 indbyggere;45 år;Mænd;2023;4
Høje-Taastrup;500-999 indbyggere;45 år;Kvinder;2023;5
Høje-Taastrup;500-999 indbyggere;50 år;Mænd;2023;6
Høje-Taastrup;500-999 indbyggere;50 år;Kvinder;2023;3
Høje-Taastrup;500-999 indbyggere;55 år;Mænd;2023;7
Høje-Taastrup;500-999 indbyggere;55 år;Kvinder;2023;8
Høje-Taastrup;500-999 indbyggere;60 år;Mænd;2023;4
Høje-Taastrup;500-999 indbyggere;60 år;Kvinder;2023;9
Høje-Taastrup;250-499 indbyggere;20 år;Mænd;2023;0
Høje-Taastrup;250-499 indbyggere;20 år;Kvinder;2023;0
Høje-Taastrup;250-499 indbyggere;25 år;Mænd;2023;0
Høje-Taastrup;250-499 indbyggere;25 år;Kvinder;2023;1
Høje-Taastrup;250-499 indbyggere;30 år;Mænd;2023;3
Høje-Taastrup;250-499 indbyggere;30 år;Kvinder;2023;0
Høje-Taastrup;250-499 indbyggere;35 år;Mænd;2023;2
Høje-Taastrup;250-499 indbyggere;35 år;Kvinder;2023;1
Høje-Taastrup;250-499 indbyggere;40 år;Mænd;2023;1
Høje-Taastrup;250-499 indbyggere;40 år;Kvinder;2023;2
Høje-Taastrup;250-499 indbyggere;45 år;Mænd;2023;2
Høje-Taastrup;250-499 indbyggere;45 år;Kvinder;2023;1
Høje-Taastrup;250-499 indbyggere;50 år;Mænd;2023;5
Høje-Taastrup;250-499 indbyggere;50 år;Kvinder;2023;4
Høje-Taastrup;250-499 indbyggere;55 år;Mænd;2023;1
Høje-Taastrup;250-499 indbyggere;55 år;Kvinder;2023;4
Høje-Taastrup;250-499 indbyggere;60 år;Mænd;2023;1
Høje-Taastrup;250-499 indbyggere;60 år;Kvinder;2023;4
Høje-Taastrup;200-249 indbyggere;20 år;Mænd;2023;0
Høje-Taastrup;200-249 indbyggere;20 år;Kvinder;2023;0
Høje-Taastrup;200-249 indbyggere;25 år;Mænd;2023;0
Høje-Taastrup;200-249 indbyggere;25 år;Kvinder;2023;0
Høje-Taastrup;200-249 indbyggere;30 år;Mænd;2023;0
Høje-Taastrup;200-249 indbyggere;30 år;Kvinder;2023;0
Høje-Taastrup;200-249 indbyggere;35 år;Mænd;2023;0
Høje-Taastrup;200-249 indbyggere;35 år;Kvinder;2023;0
Høje-Taastrup;200-249 indbyggere;40 år;Mænd;2023;0
Høje-Taastrup;200-249 indbyggere;40 år;Kvinder;2023;0
Høje-Taastrup;200-249 indbyggere;45 år;Mænd;2023;0
Høje-Taastrup;200-249 indbyggere;45 år;Kvinder;2023;0
Høje-Taastrup;200-249 indbyggere;50 år;Mænd;2023;0
Høje-Taastrup;200-249 indbyggere;50 år;Kvinder;2023;0
Høje-Taastrup;200-249 indbyggere;55 år;Mænd;2023;0
Høje-Taastrup;200-249 indbyggere;55 år;Kvinder;2023;0
Høje-Taastrup;200-249 indbyggere;60 år;Mænd;2023;0
Høje-Taastrup;200-249 indbyggere;60 år;Kvinder;2023;0
Høje-Taastrup;Landdistrikter;20 år;Mænd;2023;13
Høje-Taastrup;Landdistrikter;20 år;Kvinder;2023;6
Høje-Taastrup;Landdistrikter;25 år;Mænd;2023;7
Høje-Taastrup;Landdistrikter;25 år;Kvinder;2023;9
Høje-Taastrup;Landdistrikter;30 år;Mænd;2023;12
Høje-Taastrup;Landdistrikter;30 år;Kvinder;2023;7
Høje-Taastrup;Landdistrikter;35 år;Mænd;2023;7
Høje-Taastrup;Landdistrikter;35 år;Kvinder;2023;8
Høje-Taastrup;Landdistrikter;40 år;Mænd;2023;11
Høje-Taastrup;Landdistrikter;40 år;Kvinder;2023;13
Høje-Taastrup;Landdistrikter;45 år;Mænd;2023;19
Høje-Taastrup;Landdistrikter;45 år;Kvinder;2023;10
Høje-Taastrup;Landdistrikter;50 år;Mænd;2023;13
Høje-Taastrup;Landdistrikter;50 år;Kvinder;2023;11
Høje-Taastrup;Landdistrikter;55 år;Mænd;2023;21
Høje-Taastrup;Landdistrikter;55 år;Kvinder;2023;17
Høje-Taastrup;Landdistrikter;60 år;Mænd;2023;13
Høje-Taastrup;Landdistrikter;60 år;Kvinder;2023;14
Høje-Taastrup;Uden fast bopæl;20 år;Mænd;2023;0
Høje-Taastrup;Uden fast bopæl;20 år;Kvinder;2023;0
Høje-Taastrup;Uden fast bopæl;25 år;Mænd;2023;0
Høje-Taastrup;Uden fast bopæl;25 år;Kvinder;2023;1
Høje-Taastrup;Uden fast bopæl;30 år;Mænd;2023;0
Høje-Taastrup;Uden fast bopæl;30 år;Kvinder;2023;0
Høje-Taastrup;Uden fast bopæl;35 år;Mænd;2023;0
Høje-Taastrup;Uden fast bopæl;35 år;Kvinder;2023;0
Høje-Taastrup;Uden fast bopæl;40 år;Mænd;2023;1
Høje-Taastrup;Uden fast bopæl;40 år;Kvinder;2023;1
Høje-Taastrup;Uden fast bopæl;45 år;Mænd;2023;0
Høje-Taastrup;Uden fast bopæl;45 år;Kvinder;2023;0
Høje-Taastrup;Uden fast bopæl;50 år;Mænd;2023;0
Høje-Taastrup;Uden fast bopæl;50 år;Kvinder;2023;0
Høje-Taastrup;Uden fast bopæl;55 år;Mænd;2023;0
Høje-Taastrup;Uden fast bopæl;55 år;Kvinder;2023;0
Høje-Taastrup;Uden fast bopæl;60 år;Mænd;2023;0
Høje-Taastrup;Uden fast bopæl;60 år;Kvinder;2023;0
Ishøj;Hovedstadsområdet;20 år;Mænd;2023;158
Ishøj;Hovedstadsområdet;20 år;Kvinder;2023;140
Ishøj;Hovedstadsområdet;25 år;Mænd;2023;157
Ishøj;Hovedstadsområdet;25 år;Kvinder;2023;145
Ishøj;Hovedstadsområdet;30 år;Mænd;2023;158
Ishøj;Hovedstadsområdet;30 år;Kvinder;2023;170
Ishøj;Hovedstadsområdet;35 år;Mænd;2023;159
Ishøj;Hovedstadsområdet;35 år;Kvinder;2023;155
Ishøj;Hovedstadsområdet;40 år;Mænd;2023;145
Ishøj;Hovedstadsområdet;40 år;Kvinder;2023;127
Ishøj;Hovedstadsområdet;45 år;Mænd;2023;141
Ishøj;Hovedstadsområdet;45 år;Kvinder;2023;126
Ishøj;Hovedstadsområdet;50 år;Mænd;2023;149
Ishøj;Hovedstadsområdet;50 år;Kvinder;2023;138
Ishøj;Hovedstadsområdet;55 år;Mænd;2023;124
Ishøj;Hovedstadsområdet;55 år;Kvinder;2023;141
Ishøj;Hovedstadsområdet;60 år;Mænd;2023;99
Ishøj;Hovedstadsområdet;60 år;Kvinder;2023;125
Ishøj;100.000 indbyggere og derover;20 år;Mænd;2023;0
Ishøj;100.000 indbyggere og derover;20 år;Kvinder;2023;0
Ishøj;100.000 indbyggere og derover;25 år;Mænd;2023;0
Ishøj;100.000 indbyggere og derover;25 år;Kvinder;2023;0
Ishøj;100.000 indbyggere og derover;30 år;Mænd;2023;0
Ishøj;100.000 indbyggere og derover;30 år;Kvinder;2023;0
Ishøj;100.000 indbyggere og derover;35 år;Mænd;2023;0
Ishøj;100.000 indbyggere og derover;35 år;Kvinder;2023;0
Ishøj;100.000 indbyggere og derover;40 år;Mænd;2023;0
Ishøj;100.000 indbyggere og derover;40 år;Kvinder;2023;0
Ishøj;100.000 indbyggere og derover;45 år;Mænd;2023;0
Ishøj;100.000 indbyggere og derover;45 år;Kvinder;2023;0
Ishøj;100.000 indbyggere og derover;50 år;Mænd;2023;0
Ishøj;100.000 indbyggere og derover;50 år;Kvinder;2023;0
Ishøj;100.000 indbyggere og derover;55 år;Mænd;2023;0
Ishøj;100.000 indbyggere og derover;55 år;Kvinder;2023;0
Ishøj;100.000 indbyggere og derover;60 år;Mænd;2023;0
Ishøj;100.000 indbyggere og derover;60 år;Kvinder;2023;0
Ishøj;50.000-99.999 indbyggere;20 år;Mænd;2023;0
Ishøj;50.000-99.999 indbyggere;20 år;Kvinder;2023;0
Ishøj;50.000-99.999 indbyggere;25 år;Mænd;2023;0
Ishøj;50.000-99.999 indbyggere;25 år;Kvinder;2023;0
Ishøj;50.000-99.999 indbyggere;30 år;Mænd;2023;0
Ishøj;50.000-99.999 indbyggere;30 år;Kvinder;2023;0
Ishøj;50.000-99.999 indbyggere;35 år;Mænd;2023;0
Ishøj;50.000-99.999 indbyggere;35 år;Kvinder;2023;0
Ishøj;50.000-99.999 indbyggere;40 år;Mænd;2023;0
Ishøj;50.000-99.999 indbyggere;40 år;Kvinder;2023;0
Ishøj;50.000-99.999 indbyggere;45 år;Mænd;2023;0
Ishøj;50.000-99.999 indbyggere;45 år;Kvinder;2023;0
Ishøj;50.000-99.999 indbyggere;50 år;Mænd;2023;0
Ishøj;50.000-99.999 indbyggere;50 år;Kvinder;2023;0
Ishøj;50.000-99.999 indbyggere;55 år;Mænd;2023;0
Ishøj;50.000-99.999 indbyggere;55 år;Kvinder;2023;0
Ishøj;50.000-99.999 indbyggere;60 år;Mænd;2023;0
Ishøj;50.000-99.999 indbyggere;60 år;Kvinder;2023;0
Ishøj;20.000-49.999 indbyggere;20 år;Mænd;2023;0
Ishøj;20.000-49.999 indbyggere;20 år;Kvinder;2023;0
Ishøj;20.000-49.999 indbyggere;25 år;Mænd;2023;0
Ishøj;20.000-49.999 indbyggere;25 år;Kvinder;2023;0
Ishøj;20.000-49.999 indbyggere;30 år;Mænd;2023;0
Ishøj;20.000-49.999 indbyggere;30 år;Kvinder;2023;0
Ishøj;20.000-49.999 indbyggere;35 år;Mænd;2023;0
Ishøj;20.000-49.999 indbyggere;35 år;Kvinder;2023;0
Ishøj;20.000-49.999 indbyggere;40 år;Mænd;2023;0
Ishøj;20.000-49.999 indbyggere;40 år;Kvinder;2023;0
Ishøj;20.000-49.999 indbyggere;45 år;Mænd;2023;0
Ishøj;20.000-49.999 indbyggere;45 år;Kvinder;2023;0
Ishøj;20.000-49.999 indbyggere;50 år;Mænd;2023;0
Ishøj;20.000-49.999 indbyggere;50 år;Kvinder;2023;0
Ishøj;20.000-49.999 indbyggere;55 år;Mænd;2023;0
Ishøj;20.000-49.999 indbyggere;55 år;Kvinder;2023;0
Ishøj;20.000-49.999 indbyggere;60 år;Mænd;2023;0
Ishøj;20.000-49.999 indbyggere;60 år;Kvinder;2023;0
Ishøj;10.000-19.999 indbyggere;20 år;Mænd;2023;0
Ishøj;10.000-19.999 indbyggere;20 år;Kvinder;2023;0
Ishøj;10.000-19.999 indbyggere;25 år;Mænd;2023;0
Ishøj;10.000-19.999 indbyggere;25 år;Kvinder;2023;0
Ishøj;10.000-19.999 indbyggere;30 år;Mænd;2023;0
Ishøj;10.000-19.999 indbyggere;30 år;Kvinder;2023;0
Ishøj;10.000-19.999 indbyggere;35 år;Mænd;2023;0
Ishøj;10.000-19.999 indbyggere;35 år;Kvinder;2023;0
Ishøj;10.000-19.999 indbyggere;40 år;Mænd;2023;0
Ishøj;10.000-19.999 indbyggere;40 år;Kvinder;2023;0
Ishøj;10.000-19.999 indbyggere;45 år;Mænd;2023;0
Ishøj;10.000-19.999 indbyggere;45 år;Kvinder;2023;0
Ishøj;10.000-19.999 indbyggere;50 år;Mænd;2023;0
Ishøj;10.000-19.999 indbyggere;50 år;Kvinder;2023;0
Ishøj;10.000-19.999 indbyggere;55 år;Mænd;2023;0
Ishøj;10.000-19.999 indbyggere;55 år;Kvinder;2023;0
Ishøj;10.000-19.999 indbyggere;60 år;Mænd;2023;0
Ishøj;10.000-19.999 indbyggere;60 år;Kvinder;2023;0
Ishøj;5.000-9.999 indbyggere;20 år;Mænd;2023;0
Ishøj;5.000-9.999 indbyggere;20 år;Kvinder;2023;0
Ishøj;5.000-9.999 indbyggere;25 år;Mænd;2023;0
Ishøj;5.000-9.999 indbyggere;25 år;Kvinder;2023;0
Ishøj;5.000-9.999 indbyggere;30 år;Mænd;2023;0
Ishøj;5.000-9.999 indbyggere;30 år;Kvinder;2023;0
Ishøj;5.000-9.999 indbyggere;35 år;Mænd;2023;0
Ishøj;5.000-9.999 indbyggere;35 år;Kvinder;2023;0
Ishøj;5.000-9.999 indbyggere;40 år;Mænd;2023;0
Ishøj;5.000-9.999 indbyggere;40 år;Kvinder;2023;0
Ishøj;5.000-9.999 indbyggere;45 år;Mænd;2023;0
Ishøj;5.000-9.999 indbyggere;45 år;Kvinder;2023;0
Ishøj;5.000-9.999 indbyggere;50 år;Mænd;2023;0
Ishøj;5.000-9.999 indbyggere;50 år;Kvinder;2023;0
Ishøj;5.000-9.999 indbyggere;55 år;Mænd;2023;0
Ishøj;5.000-9.999 indbyggere;55 år;Kvinder;2023;0
Ishøj;5.000-9.999 indbyggere;60 år;Mænd;2023;0
Ishøj;5.000-9.999 indbyggere;60 år;Kvinder;2023;0
Ishøj;2.000-4.999 indbyggere;20 år;Mænd;2023;0
Ishøj;2.000-4.999 indbyggere;20 år;Kvinder;2023;0
Ishøj;2.000-4.999 indbyggere;25 år;Mænd;2023;0
Ishøj;2.000-4.999 indbyggere;25 år;Kvinder;2023;0
Ishøj;2.000-4.999 indbyggere;30 år;Mænd;2023;0
Ishøj;2.000-4.999 indbyggere;30 år;Kvinder;2023;0
Ishøj;2.000-4.999 indbyggere;35 år;Mænd;2023;0
Ishøj;2.000-4.999 indbyggere;35 år;Kvinder;2023;0
Ishøj;2.000-4.999 indbyggere;40 år;Mænd;2023;0
Ishøj;2.000-4.999 indbyggere;40 år;Kvinder;2023;0
Ishøj;2.000-4.999 indbyggere;45 år;Mænd;2023;0
Ishøj;2.000-4.999 indbyggere;45 år;Kvinder;2023;0
Ishøj;2.000-4.999 indbyggere;50 år;Mænd;2023;0
Ishøj;2.000-4.999 indbyggere;50 år;Kvinder;2023;0
Ishøj;2.000-4.999 indbyggere;55 år;Mænd;2023;0
Ishøj;2.000-4.999 indbyggere;55 år;Kvinder;2023;0
Ishøj;2.000-4.999 indbyggere;60 år;Mænd;2023;0
Ishøj;2.000-4.999 indbyggere;60 år;Kvinder;2023;0
Ishøj;1.000-1.999 indbyggere;20 år;Mænd;2023;8
Ishøj;1.000-1.999 indbyggere;20 år;Kvinder;2023;7
Ishøj;1.000-1.999 indbyggere;25 år;Mænd;2023;8
Ishøj;1.000-1.999 indbyggere;25 år;Kvinder;2023;2
Ishøj;1.000-1.999 indbyggere;30 år;Mænd;2023;9
Ishøj;1.000-1.999 indbyggere;30 år;Kvinder;2023;8
Ishøj;1.000-1.999 indbyggere;35 år;Mænd;2023;5
Ishøj;1.000-1.999 indbyggere;35 år;Kvinder;2023;13
Ishøj;1.000-1.999 indbyggere;40 år;Mænd;2023;11
Ishøj;1.000-1.999 indbyggere;40 år;Kvinder;2023;6
Ishøj;1.000-1.999 indbyggere;45 år;Mænd;2023;9
Ishøj;1.000-1.999 indbyggere;45 år;Kvinder;2023;8
Ishøj;1.000-1.999 indbyggere;50 år;Mænd;2023;6
Ishøj;1.000-1.999 indbyggere;50 år;Kvinder;2023;6
Ishøj;1.000-1.999 indbyggere;55 år;Mænd;2023;6
Ishøj;1.000-1.999 indbyggere;55 år;Kvinder;2023;15
Ishøj;1.000-1.999 indbyggere;60 år;Mænd;2023;8
Ishøj;1.000-1.999 indbyggere;60 år;Kvinder;2023;8
Ishøj;500-999 indbyggere;20 år;Mænd;2023;0
Ishøj;500-999 indbyggere;20 år;Kvinder;2023;0
Ishøj;500-999 indbyggere;25 år;Mænd;2023;0
Ishøj;500-999 indbyggere;25 år;Kvinder;2023;0
Ishøj;500-999 indbyggere;30 år;Mænd;2023;0
Ishøj;500-999 indbyggere;30 år;Kvinder;2023;0
Ishøj;500-999 indbyggere;35 år;Mænd;2023;0
Ishøj;500-999 indbyggere;35 år;Kvinder;2023;0
Ishøj;500-999 indbyggere;40 år;Mænd;2023;0
Ishøj;500-999 indbyggere;40 år;Kvinder;2023;0
Ishøj;500-999 indbyggere;45 år;Mænd;2023;0
Ishøj;500-999 indbyggere;45 år;Kvinder;2023;0
Ishøj;500-999 indbyggere;50 år;Mænd;2023;0
Ishøj;500-999 indbyggere;50 år;Kvinder;2023;0
Ishøj;500-999 indbyggere;55 år;Mænd;2023;0
Ishøj;500-999 indbyggere;55 år;Kvinder;2023;0
Ishøj;500-999 indbyggere;60 år;Mænd;2023;0
Ishøj;500-999 indbyggere;60 år;Kvinder;2023;0
Ishøj;250-499 indbyggere;20 år;Mænd;2023;2
Ishøj;250-499 indbyggere;20 år;Kvinder;2023;0
Ishøj;250-499 indbyggere;25 år;Mænd;2023;3
Ishøj;250-499 indbyggere;25 år;Kvinder;2023;0
Ishøj;250-499 indbyggere;30 år;Mænd;2023;1
Ishøj;250-499 indbyggere;30 år;Kvinder;2023;0
Ishøj;250-499 indbyggere;35 år;Mænd;2023;0
Ishøj;250-499 indbyggere;35 år;Kvinder;2023;0
Ishøj;250-499 indbyggere;40 år;Mænd;2023;1
Ishøj;250-499 indbyggere;40 år;Kvinder;2023;4
Ishøj;250-499 indbyggere;45 år;Mænd;2023;5
Ishøj;250-499 indbyggere;45 år;Kvinder;2023;5
Ishøj;250-499 indbyggere;50 år;Mænd;2023;4
Ishøj;250-499 indbyggere;50 år;Kvinder;2023;0
Ishøj;250-499 indbyggere;55 år;Mænd;2023;1
Ishøj;250-499 indbyggere;55 år;Kvinder;2023;1
Ishøj;250-499 indbyggere;60 år;Mænd;2023;3
Ishøj;250-499 indbyggere;60 år;Kvinder;2023;4
Ishøj;200-249 indbyggere;20 år;Mænd;2023;0
Ishøj;200-249 indbyggere;20 år;Kvinder;2023;0
Ishøj;200-249 indbyggere;25 år;Mænd;2023;0
Ishøj;200-249 indbyggere;25 år;Kvinder;2023;0
Ishøj;200-249 indbyggere;30 år;Mænd;2023;0
Ishøj;200-249 indbyggere;30 år;Kvinder;2023;0
Ishøj;200-249 indbyggere;35 år;Mænd;2023;0
Ishøj;200-249 indbyggere;35 år;Kvinder;2023;0
Ishøj;200-249 indbyggere;40 år;Mænd;2023;0
Ishøj;200-249 indbyggere;40 år;Kvinder;2023;0
Ishøj;200-249 indbyggere;45 år;Mænd;2023;0
Ishøj;200-249 indbyggere;45 år;Kvinder;2023;0
Ishøj;200-249 indbyggere;50 år;Mænd;2023;0
Ishøj;200-249 indbyggere;50 år;Kvinder;2023;0
Ishøj;200-249 indbyggere;55 år;Mænd;2023;0
Ishøj;200-249 indbyggere;55 år;Kvinder;2023;0
Ishøj;200-249 indbyggere;60 år;Mænd;2023;0
Ishøj;200-249 indbyggere;60 år;Kvinder;2023;0
Ishøj;Landdistrikter;20 år;Mænd;2023;9
Ishøj;Landdistrikter;20 år;Kvinder;2023;1
Ishøj;Landdistrikter;25 år;Mænd;2023;5
Ishøj;Landdistrikter;25 år;Kvinder;2023;0
Ishøj;Landdistrikter;30 år;Mænd;2023;0
Ishøj;Landdistrikter;30 år;Kvinder;2023;4
Ishøj;Landdistrikter;35 år;Mænd;2023;5
Ishøj;Landdistrikter;35 år;Kvinder;2023;3
Ishøj;Landdistrikter;40 år;Mænd;2023;4
Ishøj;Landdistrikter;40 år;Kvinder;2023;5
Ishøj;Landdistrikter;45 år;Mænd;2023;5
Ishøj;Landdistrikter;45 år;Kvinder;2023;2
Ishøj;Landdistrikter;50 år;Mænd;2023;9
Ishøj;Landdistrikter;50 år;Kvinder;2023;5
Ishøj;Landdistrikter;55 år;Mænd;2023;6
Ishøj;Landdistrikter;55 år;Kvinder;2023;4
Ishøj;Landdistrikter;60 år;Mænd;2023;3
Ishøj;Landdistrikter;60 år;Kvinder;2023;1
Ishøj;Uden fast bopæl;20 år;Mænd;2023;0
Ishøj;Uden fast bopæl;20 år;Kvinder;2023;0
Ishøj;Uden fast bopæl;25 år;Mænd;2023;2
Ishøj;Uden fast bopæl;25 år;Kvinder;2023;1
Ishøj;Uden fast bopæl;30 år;Mænd;2023;3
Ishøj;Uden fast bopæl;30 år;Kvinder;2023;0
Ishøj;Uden fast bopæl;35 år;Mænd;2023;3
Ishøj;Uden fast bopæl;35 år;Kvinder;2023;1
Ishøj;Uden fast bopæl;40 år;Mænd;2023;2
Ishøj;Uden fast bopæl;40 år;Kvinder;2023;0
Ishøj;Uden fast bopæl;45 år;Mænd;2023;2
Ishøj;Uden fast bopæl;45 år;Kvinder;2023;0
Ishøj;Uden fast bopæl;50 år;Mænd;2023;0
Ishøj;Uden fast bopæl;50 år;Kvinder;2023;0
Ishøj;Uden fast bopæl;55 år;Mænd;2023;2
Ishøj;Uden fast bopæl;55 år;Kvinder;2023;0
Ishøj;Uden fast bopæl;60 år;Mænd;2023;1
Ishøj;Uden fast bopæl;60 år;Kvinder;2023;0
Lyngby-Taarbæk;Hovedstadsområdet;20 år;Mænd;2023;429
Lyngby-Taarbæk;Hovedstadsområdet;20 år;Kvinder;2023;357
Lyngby-Taarbæk;Hovedstadsområdet;25 år;Mænd;2023;523
Lyngby-Taarbæk;Hovedstadsområdet;25 år;Kvinder;2023;382
Lyngby-Taarbæk;Hovedstadsområdet;30 år;Mænd;2023;325
Lyngby-Taarbæk;Hovedstadsområdet;30 år;Kvinder;2023;282
Lyngby-Taarbæk;Hovedstadsområdet;35 år;Mænd;2023;340
Lyngby-Taarbæk;Hovedstadsområdet;35 år;Kvinder;2023;286
Lyngby-Taarbæk;Hovedstadsområdet;40 år;Mænd;2023;314
